id,job_title,company_name,job_description,job_employment_type,job_city,job_country,job_apply_link,posted_date,created_at,role_searched
314,Data Scientist,Gartner Careers,"Global Sales & Services Operations (GSSO) is the team that helps shape Gartner's mission-critical sales priorities and works with sales & services leaders to drive tactical and analytical insights. As an associate on the GSSO team, you'll be at the forefront of the ongoing transformation of Gartner's sales force, which delivers approximately $4.9B in annual revenue and working to drive sustained double-digit growth. You will partner with business leaders across Gartner to support a global sales force comprised of more than 5,000 associates who sell to every major function, industry and market sector around the world.

About this role:

This role will be a part of the Global Sales and Services Technology team in GSSO. This team innovates the way our team helps clients receive value, so technology leaders will be able to make smarter decisions in a different way.

We are looking for a talented Data Scientist to join the team. The individual will have access to the best facilities, technology and expertise within the industry and will work on challenging business problems. This is an excellent opportunity to be part of a new venture, in a start-up environment where you can truly develop your skill set and knowledge and bring impact to the team.

What you will do:
• Designing and implementing state-of-the-art Large Language Model (LLM) based agents that seamlessly synthesize complex information and initiate important actions in a business workflow.
• Using advanced Generative AI techniques and/ or NLP for deriving actionable insights from unstructured text data, such as call transcripts and emails.
• Predicting client interest basis their digital footprint and making relevant recommendations to drive higher client value delivery, using NLP techniques with ML.
• Leverage statistical and machine learning techniques to extract actionable insights from client retention data.
• Build tools to process structured and unstructured data
• Engineering features and signals to train ML model from diverse data collection

What you will need:
• BS/MS/PhD in Computer Science or other technology, Math, Physics, Statistics or Economics (focus on Natural Language Processing, Information Retrieval a plus)
• 3+ years of experience in data science methodologies as applied to live initiatives or software development
• Minimum 3+ years of experience in python coding and statistical analysis
• Minimum 2 years of working experience in the following:
• Natural Language Processing and Information Retrieval
• Prompt Engineering and working with LLMs
• Statistical techniques
• Data mining and recommendation systems
• Experience working with large volumes of data
• User behavior modeling
• Collaborative, inclusive and respectful of diverse perspectives
• Proven ability to manage tasks end-to-end and meet deadlines
• Detail-oriented with strong organizational skills and innovative mindset.

What you will get:
• Competitive salary, generous paid time off policy, charity match program, Group Medical Insurance, Parental Leave, Employee Assistance Program (EAP) and more!
• Collaborative, team-oriented culture that embraces diversity
• Professional development and unlimited growth opportunities

#LI-MP4 #GSSO

Who are we?

At Gartner, Inc. (NYSE:IT), we guide the leaders who shape the world.

Our mission relies on expert analysis and bold ideas to deliver actionable, objective business and technology insights, helping enterprise leaders and their teams succeed with their mission-critical priorities.

Since our founding in 1979, we’ve grown to 21,000 associates globally who support ~14,000 client enterprises in ~90 countries and territories. We do important, interesting and substantive work that matters. That’s why we hire associates with the intellectual curiosity, energy and drive to want to make a difference. The bar is unapologetically high. So is the impact you can have here.

What makes Gartner a great place to work?

Our vast, virtually untapped market potential offers limitless opportunities – opportunities that may not even exist right now – for you to grow professionally and flourish personally. How far you go is driven by your passion and performance.

We hire remarkable people who collaborate and win as a team. Together, our singular, unifying goal is to deliver results for our clients.

Our teams are inclusive and composed of individuals from different geographies, cultures, religions, ethnicities, races, genders, sexual orientations, abilities and generations.

We invest in great leaders who bring out the best in you and the company, enabling us to multiply our impact and results. This is why, year after year, we are recognized worldwide as a great place to work.

What do we offer?

Gartner offers world-class benefits, highly competitive compensation and disproportionate rewards for top performers.

In our hybrid work environment, we provide the flexibility and support for you to thrive — working virtually when it's productive to do so and getting together with colleagues in a vibrant community that is purposeful, engaging and inspiring.

Ready to grow your career with Gartner? Join us.

The policy of Gartner is to provide equal employment opportunities to all applicants and employees without regard to race, color, creed, religion, sex, sexual orientation, gender identity, marital status, citizenship status, age, national origin, ancestry, disability, veteran status, or any other legally protected status and to seek to advance the principles of equal employment opportunity.

Gartner is committed to being an Equal Opportunity Employer and offers opportunities to all job seekers, including job seekers with disabilities. If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access the Company’s career webpage as a result of your disability. You may request reasonable accommodations by calling Human Resources at +1 (203) 964-0096 or by sending an email to ApplicantAccommodations@gartner.com .
Job Requisition ID:106564

By submitting your information and application, you confirm that you have read and agree to the country or regional recruitment notice linked below applicable to your place of residence.

Gartner Applicant Privacy Link: https://jobs.gartner.com/applicant-privacy-policy

For efficient navigation through the application, please only use the back button within the application, not the back arrow within your browser.",Full-time,Gurugram,In,https://jobs.gartner.com/jobs/job/106564-data-scientist/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-25 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
315,Data Scientist Ii,SteerLean Consulting,"Duties

You will be involved in specific engagements involving the building of new, bespoke advanced analytical solutions for clients. Leveraging your advanced data analysis skills, you will create innovative approaches to answer our clients' most relevant questions, to prepare complex data analyses and models that help solve client problems and deliver significant measurable impact. In this role, you will act as an analytics translator, communicating complex data related requirements between business and IT stakeholders. You will have a strong understanding of the design and development process of data analytics tools and experience working with data engineers.

Description
• Python, EDA, ML Models, MLFlow, AirFlow for throughput improvement, yield, energy optimization kind of use-cases.
• 4 to 7 years of experience
• Experience in working in any process industry (aluminum, metals, refinery, oil & gas) – Must
• Experience in predictive modelling, explainable AI
• LLMs, Agents platform (N8N) – Good to have

Education

Bachelor's degree in quantitative field like Computer Science, Engineering, Statistics, Mathematics or related field required. Advanced degree is a strong plus",Full-time,Rayagada,In,https://in.linkedin.com/jobs/view/data-scientist-ii-at-steerlean-consulting-4377513617?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-24 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
316,Ai & Data Science Intern,"Prudent Technologies and Consulting, Inc.","We are seeking a talented and trained Data Scientist to join our team. The ideal candidate will have a strong background in statistics, mathematics, and computer science, along with a passion for turning data into actionable insights.

Responsibilities:
• Mining and analyzing data from various sources to identify trends and patterns
• Developing predictive models and algorithms to solve complex business problems
• Designing and implementing experiments to test hypotheses and validate models
• Collaborating with cross-functional teams to translate business requirements into technical solutions
• Communicating findings and recommendations to stakeholders through reports and presentations

Requirements:
• Bachelor's or master's degree in Statistics, Mathematics, Computer Science, or related field
• Proficiency in programming languages such as Python, R, and SQL
• Experience with machine learning techniques and frameworks (e.g., TensorFlow, PyTorch, scikit-learn)
• Strong analytical and problem-solving skills
• Excellent communication and presentation skills

Preferred Qualifications:
• Experience working in cloud environments such as AWS, Azure, OCI, or Google Cloud Platform
• Knowledge of containerization technologies such as Docker and Kubernetes
• Familiarity with agile development methodologies and DevOps practices
• Experience with distributed computing and parallel processing frameworks
• AI related Certification",Full-time,Mohali,In,https://www.recruit.net/job/ai-data-science-jobs/062F646DC3B9B64A?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-26 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
317,Data Science-Am,EXL,"You will be responsible for managing the overall team performance to ensure SLA targets are met. Your key responsibilities will include:

- Collating, processing, cleaning, and transforming data, along with feature engineering and model development.
- Hands-on involvement in model training, evaluation, and fine-tuning.
- Ensuring thorough quality checks on output and providing analytics-driven insights and next steps in the involved projects.
- Owning and managing client deliverables actively.
- Effectively engaging with clients and translating their business requirements into equivalent analytical problems.
- Understanding the data and different platforms used by the client.
- Contributing actively towards designing methodologies for problem-solving.
- Analyzing large and complex data sets to derive valuable insights.

In terms of qualifications, you should hold a Bachelor's degree and have 0-1 year of relevant experience. You will be responsible for managing the overall team performance to ensure SLA targets are met. Your key responsibilities will include:

- Collating, processing, cleaning, and transforming data, along with feature engineering and model development.
- Hands-on involvement in model training, evaluation, and fine-tuning.
- Ensuring thorough quality checks on output and providing analytics-driven insights and next steps in the involved projects.
- Owning and managing client deliverables actively.
- Effectively engaging with clients and translating their business requirements into equivalent analytical problems.
- Understanding the data and different platforms used by the client.
- Contributing actively towards designing methodologies for problem-solving.
- Analyzing large and complex data sets to derive valuable insights.

In terms of qualifications, you should hold a Bachelor's degree and have 0-1 year of relevant experience.",Full-time,Unknown,In,https://www.shine.com/jobs/data-science-am/exl/18691124?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-24 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
318,Sr Data Scientist Sas Junagadh (India),Hyper Lychee Labs,"Tips: Provide a summary of the role, what success in the position looks like, and how this role fits into the organization overall.

Role Description

This is a 4 months contract-based, onsite -Riyad based role for a Senior Data Scientist with deep SAS expertise. The Sr. Data Scientist will focus on designing and implementing advanced ML models and algorithms to address complex business challenges using SAS. The role involves Statistical modeling, ML, data analysis, data visualization, and extracting actionable insights from large datasets. Collaborating with cross-functional teams, the Sr. Data Scientist will develop predictive models and machine learning algorithms, as well as communicate results and strategic recommendations to stakeholders. This position provides an prospect to work on cutting-edge projects and drive impactful outcomes.

Qualifications
Proficiency in Data Science, including machine learning and predictive modelling.
Must have solid coding experience with Base SAS, SAS Enterprise Guide, SAS E-Miner or SAS Viya etc.
Should be able to handle large datasets using SAS PROC & DATA procedures with effective data transformation, aggregation, developing views using data & SQL.
Solid knowledge of Statistics and advanced statistical modelling
8+ yrs of overall analytics exp. in predictive modelling and experience in SAS tools.
Expertise in Data Analytics and Data Analysis for informed decision-making
Skills in Data Visualization for effectively presenting insights and findings
Ability to work remotely and independently with excellent time-management skills
Master's or PhD in Data Science, Statistics, Computer Science, or a related field is strongly preferred",Full-time,Junagadh,In,https://in.jobrapido.com/jobpreview/4056290631159382016?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-22 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
319,Staff Ai & Ml Engineer- $100K-$120K,CareerXperts Consulting,"Step into a role at one of the biggest unicorn tech companies shaping the future of digital employee experience.

This is not a side-project AI mandate. This is core-product AI.

You’ll design and deploy machine learning systems that directly impact how millions of employees experience work inside global enterprises. From intelligent automation and predictive insights to personalization at scale, your models will sit at the heart of a category-defining platform.

What You’ll Work On
• Architecting and deploying production-grade ML models
• Building scalable AI pipelines across large datasets
• Designing intelligent systems that improve engagement, productivity, and decision-making
• Partnering with product and engineering to translate business problems into AI solutions
• Driving experimentation, evaluation frameworks, and model optimization.

What Makes This Role Different
• Backed by unicorn-scale ambition and global enterprise adoption
• AI is central to the product roadmap, not an add-on
• High ownership, high visibility, high impact
• Real-world scale. Real-world complexity.

What They’re Looking For
• 10+ years in AI/ML engineering or applied machine learning
• Strong hands-on experience with Python and ML frameworks
• Experience building and deploying models in production environments
• Solid understanding of data structures, algorithms, and scalable systems
• Ability to think from first principles and solve ambiguous problems

This is for engineers who don’t just build models..

They build systems that change how organizations operate.

If you’re ready to work at serious scale and push AI beyond experimentation into enterprise reality, this is your opportunity.",Full-time,Bengaluru,In,https://in.linkedin.com/jobs/view/staff-ai-ml-engineer-%24100k-%24120k-at-careerxperts-consulting-4375902906?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-27 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
326,Data Science Trainer,REGex Software Services,"About REGex Software Services
REGex Software Services is a Global professional Services Company, focused on delivering excellence in a complex digital environment with relentless dedication in IT consulting and services that works at the node of business and technology to help clients improve their performance and create sustainable value for their stakeholders. We demystify technology and help companies to train and upskill their teams with the latest technology stack in the industry.

From essentials such as security, compliance and migration to advanced courses, REGex Software helps to build skills with objective driven learning paths for better understanding and clarity as per Industry Standards.

Description
We are looking for a Machine Learning Trainer to join our team. The successful candidate will be responsible for designing and delivering training programs that teach technical concepts related to Python, SQL, Machine Learning, Deep Learning and AI developer. The ideal candidate should have a strong background in software development, a deep understanding of the Machine Learning related tools and excellent teaching and communication skills.
• * NOTE :

- THIS IS NOT A DEVELOPER JOB ITS A TRAINER JOB *
• ** Only Immediate joiner apply *
• Job Responsibilities:

Design, develop and update training materials, including course outlines, lesson plans, slides, hands
- on exercises and assessments on Python, SQL, Machine Learning, Deep Learning and AI.
Deliver training programs to students in both online and classroom training.
Utilize various teaching methods such as lectures, demonstrations and hands-on activities.
Provide regular reports and feedback to management on training outcomes and improvement areas.
Stay updated with the latest trends, tools and technologies in data science.

Job Requirements:

Bachelor’s degree in Computer Science or related field.
In-depth knowledge of data science concepts such as machine learning, deep learning, AI, statistical
analysis, Tensorflow, Bigdata tools and data visualization using Power BI.
Proficiency with data science tools and programming languages such as Python, SQL and
relevant libraries (e.g., pandas, scikit-learn, Tensor Flow).
Excellent communication and teaching skills.
Ability to work independently and as part of a team.
Knowledge of various learning platforms and tools.",Full-time,Jaipur,In,https://www.learn4good.com/jobs/jaipur/india/info_technology/4896808504/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-27 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
327,Lead Data Scientist,Bluebash,"Location: Mohali, Punjab

Job Type: Full-time

Overview: We are looking for a highly skilled and motivated Technical Team Lead to oversee and guide our technical team in delivering innovative solutions. The ideal candidate will have strong expertise in Python MVC applications, AI/ML technologies, team management, project estimation, and research. Experience in working with LangChain, Agentic frameworks, and client handling will be considered a significant advantage.

Key Responsibilities:
• Technical Leadership
• Lead the development team in designing, building, and maintaining high-performance applications using Python MVC frameworks.
• Provide technical guidance and mentorship to team members to improve their skills and productivity.
• Oversee code reviews to ensure adherence to best practices and high-quality standards.
• AI/ML Development
• Drive the development and integration of AI/ML solutions into applications.
• Research and implement advanced AI models and techniques to solve complex business problems.
• Stay updated with the latest trends and advancements in AI/ML to keep the team at the forefront of innovation.
• Project Estimation
• Collaborate with stakeholders to accurately estimate project requirements, including resources, timelines, and budgets.
• Analyze technical requirements to assess feasibility and provide reliable cost estimates.
• Ensure estimations align with business objectives and client expectations.
• Research and Innovation
• Conduct in-depth research to identify new technologies, tools, and methodologies that can improve project outcomes and team efficiency.
• Evaluate emerging trends to recommend innovative solutions for business challenges.
• Promote a culture of continuous learning and improvement within the team.
• Team Management
• Manage a team of developers, assigning tasks, setting goals, and tracking progress.
• Foster a collaborative and inclusive team culture that encourages knowledge sharing and professional growth.
• Identify skill gaps within the team and arrange for appropriate training and upskilling.
• Client Interaction
• Act as a key point of contact for clients, understanding their requirements and translating them into technical deliverables.
• Provide regular updates to clients on project progress and address any technical concerns effectively.
• Build strong relationships with clients to ensure satisfaction and long-term collaboration.
• Project Planning and Execution
• Collaborate with project managers to create detailed project plans, including milestones, resource allocation, and risk management.
• Ensure projects are delivered on time, within scope, and to the highest quality standards.
• Troubleshoot and resolve technical challenges during the project lifecycle.
• LangChain and Agentic Frameworks (Preferred)
• Leverage LangChain and Agentic frameworks for developing cutting-edge AI-driven solutions.
• Explore opportunities to integrate these frameworks into existing and new projects for added efficiency and innovation.

Qualifications:

Education: Bachelor’s degree in Computer Science, Engineering, or a related field (Master’s preferred).

Experience:
• 5+ years of hands-on experience in Python MVC application development.
• Proven expertise in AI/ML development, including model building, training, and deployment.
• Strong experience in project estimation, including resource and budget planning.
• Extensive experience in team management, task delegation, and performance tracking.
• Prior experience in client-facing roles, handling communication, and managing expectations.
• Experience with LangChain and Agentic frameworks is a strong plus.

Skills:
• Proficient in Python and frameworks such as Django or Flask.
• Solid understanding of AI/ML libraries like TensorFlow, PyTorch, Scikit-learn, etc.
• Excellent problem-solving, debugging, and research skills.
• Strong interpersonal and communication skills to manage teams and interact with clients effectively.",Full-time,Sahibzada Ajit Singh Nagar,In,https://in.linkedin.com/jobs/view/lead-data-scientist-at-bluebash-4377588595?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-25 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
328,Data Science Analyst (B.Tech)  | 2026 Leadership Development Program (India),ION Group,"Your Role:

In the role of Data Science Analyst, you will be an integral part of our dynamic analytics team, working alongside experienced data scientists and business stakeholders to drive data-informed decision-making by extracting insights from complex financial datasets and support the development of predictive models that enhance our products and services.

Key Responsibilities
• Assist in collecting, cleaning, and preprocessing large volumes of structured and unstructured data.
• Support exploratory data analysis to identify trends, patterns, and anomalies.
• Help build and validate predictive models using machine learning algorithms.
• Collaborate with cross-functional teams including software engineers, business analysts, and domain experts.
• Contribute to creating data visualizations and reports to communicate findings clearly to technical and non-technical audiences.
• Stay up to date with the latest data science techniques and tools relevant to financial services.

Preferred:
• Knowledge of financial markets or interest in financial technologies.
• Experience with data visualization tools (e.g., Tableau, Power BI, matplotlib, seaborn).
• Understanding of cloud platforms (AWS, Azure, GCP) or big data technologies is a bonus.

Required Skills, Qualifications:
• Bachelor’s degree in Computer Science, Statistics, Mathematics, Economics, or Engineering, or a related field.
• Basic understanding of statistics, machine learning, and data analysis techniques.
• Familiarity with programming languages such as Python or R.
• Experience with data manipulation and analysis libraries (e.g., pandas, numpy, scikit-learn).
• Exposure to SQL and database querying.
• Good problem-solving skills and attention to detail.
• Strong communication skills and the ability to work collaboratively in a team environment.
• Prior internship or project experience in data science or analytics is a plus.

What we Offer
• Opportunity to grow and learn within a leading fintech company.
• Mentorship from experienced data scientists.
• Exposure to cutting-edge technology and real-world financial datasets.
• Collaborative and inclusive work environment.
• Competitive salary and benefits.

Our Company:

We’re a diverse group of visionary innovators who provide trading and workflow automation software, high-value analytics, and strategic consulting to corporations, central banks, financial institutions, and governments. Founded in 1999, we’ve achieved tremendous growth by bringing together some of the best and most successful financial technology companies in the world.

• Over 2,000 of the world’s leading corporations, including 50% of the Fortune 500 and 30% of the world’s central banks, trust ION solutions to manage their cash, in-house banking, commodity supply chain, trading, and risk.
• Over 800 of the world’s leading banks and broker-dealers use our electronic trading platforms to operate the world’s financial market infrastructure.

ION is a rapidly expanding and dynamic group with 13,000 employees and offices in more than 40 cities around the globe,

Our ever-expanding global footprint, cutting edge products, and over 40,000 customers worldwide provide an unparalleled career experience for those who share our vision.

Learn more at iongroup.com.",Full-time,Noida,In,https://startup.jobs/data-science-analyst-btech-2026-special-drive-leadership-development-program-india-iongroup-7777400?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-23 00:00:00,2026-02-28 16:53:46.401642,Data Scientist
340,Analyst -Business Operations & Data Analytics,Quest Global,"Job Requirements

At Quest Global, it’s not just what we do but how and why we do it that makes us different. With over 25 years as an engineering services provider, we believe in the power of doing things differently to make the impossible possible. Our people are driven by the desire to make the world a better place—to make a positive difference that contributes to a brighter future. We bring together technologies and industries, alongside the contributions of diverse individuals who are empowered by an intentional workplace culture, to solve problems better and faster.

Key Responsibilities
Deliver accurate operational and financial metrics on weekly, fortnightly, monthly, and quarterly cycles, ensuring timely reporting and insights.
• Work closely with cross‑functional teams to understand business needs and prioritize analytical requirements.
• Build and maintain dashboards and reports using Advanced Excel and Power BI to present clear, actionable insights.
• Analyze key business metrics through variance analysis, trend analysis, and basic predictive modeling to support performance improvement.
• Contribute to forecasting, planning, and budgeting activities by providing relevant data analysis and scenario inputs.
• Support leadership by preparing monthly corporate presentations and management reports.

Handle ad‑hoc data and analysis requests to support quick and informed decision‑making.
• Prepare and publish people analytics reports, including headcount, hiring trends, and attrition insights, ensuring accuracy and consistency.

We are known for our extraordinary people who make the impossible possible every day. Questians are driven by hunger, humility, and aspiration. We believe that our company culture is the key to our ability to make a true difference in every industry we reach. Our teams regularly invest time and dedicated effort into internal culture work, ensuring that all voices are heard.

We wholeheartedly believe in the diversity of thought that comes with fostering a culture rooted in respect, where everyone belongs, is valued, and feels inspired to share their ideas. We know embracing our unique differences makes us better, and that solving the worlds hardest engineering problems requires diverse ideas, perspectives, and backgrounds. We shine the brightest when we tap into the many dimensions that thrive across over 21,000 difference-makers in our workplace.

Work Experience

SKILLS & EXPERIENCE
• Strong foundation in Data Analytics with advanced Excel skills; working knowledge of Power BI with experience building dashboards and reports.
• Proven ability to handle and analyze large datasets, ensuring data accuracy and meaningful insights.
• Experience working in a matrixed environment and collaborating with multiple stakeholders to meet analytical and reporting needs.
• Effective communicator with strong relationship‑building skills across teams and business functions

Qualifications: BE/B.Tech MBA in Finance/Business Analytics/ Operations with Engineering Background

Experience: 2-3-yrs

Skills:
• Proficient in Microsoft Word, Excel, PowerPoint, and Outlook.
• Self‑driven, quick learner, and able to work independently.
• Strong business acumen with an analytical mindset.
• Able to work effectively under tight deadlines.
• Excellent communication and teamwork skills",Full-time,Bengaluru,In,https://careers.quest-global.com/global/en/job/P-116047/Analyst-Business-Operations-Data-Analytics?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-24 00:00:00,2026-02-28 16:53:46.401642,Data Analyst
341,Sr. Data Analyst,thinkbridge,"We are seeking an experienced Sr. Data Analyst with 6+ years of relevant experience for developing Power BI dashboards, building complex SQL queries, optimizing databases, and creating robust data models. Skilled in integrating diverse data sources, implementing DAX , ensuring data governance, and delivering actionable insights by collaborating closely with business stakeholders.

About think bridge

We are a global digital product development firm that helps growth-stage companies gain the technology sophistication and maturity of leading modern digital businesses. We differentiate ourselves by delivering exceptional quality at scale and speed with our think stack accelerators. We started with the vision of being able to build amazing software fast. A new way to build software without any of the compromises that currently plague software development. A new way to focus on the outcomes instead of the tech, tools, methodologies, processes and vanity artifacts.

Why is think bridge a great place to work?

At think bridge, we are not just paving the way for exceptional digital experiences; we're also redefining the future of work. Our ""Remote First"" philosophy allows you to take a dive into a world where work doesn’t tie you down. We’re pioneering a Remote First approach, ensuring you’re connected, no matter where you are. We foster and encourage a diverse and inclusive work culture where employees feel valued, respected, are encouraged to voice their ideas, have equal opportunities and are treated fairly. We encourage and provide for our employees health and well-being initiating wellness programs, provide mental health resources, and ergonomically designed workspaces to support employees’ physical and mental health. We understand the value of work-life balance, hence we follow Flexible Work Hours, to ensure they can rejuvenate besides managing their personal commitments without much hassle. At think bridge, it's more than just a job. It's a journey of innovation, growth, and balance. Join us in shaping the future!

think bridge is a place where you can:
• Think bigger – because you have the time, opportunity, and support it takes to dig deeper and tackle larger issues.
• Move faster – because you’ll be working with experienced, helpful teams who can guide you through challenges, quickly resolve issues, and show you new ways to get things done.
• Go further – because you have the opportunity to grow professionally, add new skills, and take on new responsibilities in an organization that takes a long-term view of every relationship.

think bridge..there’s a new way there.

We live by five core values: Outcomes, Quality, Accountability, Communication & Care . This role embodies all five - you'll own outcomes, maintain high technical standards, and communicate effectively across all levels.

Experience Level: Mid-Level – Senior Data Analyst with 6+ years of experience in Data analytics using Power BI, ETL & SQL to drive business insights.

What is expected out of you:

As part of the job, you will be required to:
• Design and develop interactive dashboards, reports, and visualizations using Power BI to drive business insights.
• Write complex SQL queries, stored procedures, and functions to extract, transform, and load (ETL) data from various sources.
• Optimize and maintain SQL databases, ensuring data integrity and performance.
• Develop data models and implement DAX calculations in Power BI for advanced analytics.
• Integrate Power BI with various data sources, including databases, cloud storage, and APIs.
• Implement data governance, security, and role-based access control in Power BI reports.
• Work closely with business stakeholders to gather requirements and translate them into actionable BI solutions.
• Troubleshoot performance issues related to Power BI dashboards and SQL queries.
• Stay updated with the latest trends and advancements in Power BI, SQL, and data analytics.

What We're Looking For:

Must have skills:
• Must have 6+ years of experience in Power BI dashboard development, DAX, and data modelling
• Advanced SQL (queries, procedures, optimization)
• ETL and data integration from varied sources
• Data governance and Power BI security
• Performance tuning for reports and SQL
• Strong stakeholder communication and requirement gathering

Our Flagship Policies and Benefits:

What we offer
• Dedicated Learning & Development Budget – Fuel your growth with resources dedicated to skill enhancement.
• Cutting-Edge Projects – Work on exciting projects using the latest technologies.
• Employee-Friendly Leave Policy – Enjoy ample leave options to maintain a healthy work-life balance.

Work Environment
• Remote-First Culture: At think bridge, we all work from wherever we choose but come together during set hours to collaborate. Using simple online tools, we stay connected and get great work done.
• Leave & Time-off – All leaves taken are paid leaves. And all the leave and time off are likely pre-approved leaves intended for planned vacations, personal commitments, or any other needs requiring prior approval
• Comprehensive Medical & Term Insurance: Full coverage for you and your family peace of mind.
• Work-From-Workweek (WWW): Twice or thrice a year, we come together for One-week sprints to collaborate in person, foster stronger team bonds, and align on goals. All travel expenses are covered in the form of an allowance which is called a work week allowance.
• We organize city-wise, company-sponsored local meetups—fun-filled day outings with your colleagues!
• At think bridge, you get reimbursed for approved certifications and short courses that support your role
• We embrace diversity and ensure equal opportunity for everyone, fostering an inclusive workplace where all voices are valued.

Join think bridge to be part of a purpose-driven, innovation-led organization that invests in your growth and empowers you to build a brighter future.",Full-time,Gandhi Nagar,In,https://www.recruit.net/job/sr-data-analyst-jobs/B72C350D4B04A3D9?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,2026-02-26 00:00:00,2026-02-28 16:53:46.401642,Data Analyst
